transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantiy,price_per_unit,cogs,total_sale
1705,"August 14, 2022",8:32:00,94,Male,60,Electronics,2,25,8.75,50
423,"July 18, 2022",6:06:00,41,Female,27,Clothing,1,25,11.75,25
1423,"June 15, 2022",7:56:00,131,Female,27,Clothing,1,25,11,25
248,"July 2, 2022",7:11:00,5,Male,26,Clothing,3,300,126,900
360,"September 9, 2022",9:04:00,26,Male,42,Clothing,4,25,10.5,100
377,"September 13, 2022",8:30:00,141,Female,46,Clothing,4,50,18,200
1248,"September 8, 2022",8:20:00,68,Male,26,Clothing,3,300,111,900
1360,"June 18, 2022",9:31:00,93,Male,42,Clothing,4,25,6.25,100
1377,"March 21, 2022",7:52:00,71,Female,46,Clothing,4,50,14,200
397,"October 26, 2023",8:06:00,59,Female,30,Beauty,1,25,10.5,25
623,"November 15, 2023",10:00:00,39,Male,34,Clothing,3,50,26,150
1397,"January 1, 2023",11:05:00,6,Female,30,Beauty,1,25,11.75,25
1623,"March 5, 2023",6:14:00,76,Male,34,Clothing,3,50,22,150
717,"November 30, 2023",8:15:00,8,Male,57,Clothing,1,500,190,500
1717,"January 12, 2023",9:40:00,21,Male,57,Clothing,1,500,175,500
130,"June 19, 2023",6:21:00,114,Female,57,Clothing,1,500,125,500
658,"October 30, 2023",7:47:00,93,Male,59,Clothing,1,25,6.5,25
1130,"February 20, 2023",9:03:00,28,Female,57,Clothing,1,500,180,500
1658,"April 10, 2023",6:08:00,148,Male,59,Clothing,1,25,12.25,25
7,"July 6, 2023",6:24:00,38,Male,46,Clothing,2,25,13.25,50
119,"September 1, 2023",9:11:00,127,Female,60,Clothing,3,50,27.5,150
278,"December 22, 2023",11:42:00,71,Female,37,Clothing,4,25,13.5,100
1007,"June 9, 2023",10:09:00,15,Male,46,Clothing,2,25,11.5,50
1119,"November 19, 2023",9:36:00,1,Female,60,Clothing,3,50,25.5,150
1278,"July 19, 2023",6:19:00,28,Female,37,Clothing,4,25,6.75,100
117,"August 4, 2023",11:38:00,8,Male,19,Electronics,2,500,230,1000
1117,"September 11, 2023",7:48:00,144,Male,19,Electronics,2,500,210,1000
442,"June 30, 2023",11:07:00,24,Female,60,Clothing,4,25,13.25,100
590,"May 4, 2023",11:52:00,151,Male,36,Clothing,3,300,135,900
607,"May 5, 2023",9:33:00,109,Male,54,Clothing,3,25,13.25,75
1442,"February 16, 2023",11:02:00,96,Female,60,Clothing,4,25,11.25,100
1590,"August 10, 2023",9:39:00,142,Male,36,Clothing,3,300,147,900
1607,"January 16, 2023",10:18:00,53,Male,54,Clothing,3,25,7.75,75
436,"October 22, 2023",11:54:00,21,Female,57,Clothing,4,30,13.5,120
942,"December 1, 2023",9:22:00,35,Male,51,Clothing,3,500,160,1500
1436,"January 20, 2023",11:29:00,1,Female,57,Clothing,4,30,9.9,120
1942,"September 16, 2023",11:53:00,112,Male,51,Clothing,3,500,265,1500
659,"June 9, 2023",6:08:00,75,Female,39,Electronics,1,30,8.1,30
941,"April 28, 2023",9:58:00,39,Female,57,Clothing,2,25,6.5,50
1659,"July 27, 2023",9:29:00,22,Female,39,Electronics,1,30,9,30
1941,"January 6, 2023",6:14:00,48,Female,57,Clothing,2,25,12,50
136,"December 26, 2023",8:59:00,25,Male,44,Electronics,2,300,141,600
175,"January 25, 2023",10:02:00,23,Female,31,Electronics,4,25,12.5,100
663,"August 16, 2023",6:32:00,133,Male,23,Clothing,4,300,87,1200
748,"March 1, 2023",9:35:00,132,Male,25,Clothing,3,50,24,150
806,"January 22, 2023",8:08:00,14,Female,35,Beauty,3,300,165,900
1136,"July 2, 2023",8:41:00,93,Male,44,Electronics,2,300,81,600
1175,"June 2, 2023",6:38:00,103,Female,31,Electronics,4,25,11.5,100
1663,"December 7, 2023",7:04:00,33,Male,23,Clothing,4,300,81,1200
1748,"March 2, 2023",10:24:00,119,Male,25,Clothing,3,50,15.5,150
1806,"June 14, 2023",10:13:00,61,Female,35,Beauty,3,300,102,900
38,"February 25, 2023",11:39:00,147,Male,38,Beauty,4,50,26,200
313,"December 16, 2023",10:03:00,11,Female,55,Beauty,3,500,140,1500
402,"July 12, 2023",8:45:00,63,Female,41,Clothing,2,300,135,600
459,"May 23, 2023",7:12:00,122,Male,28,Clothing,4,300,75,1200
1038,"December 30, 2023",9:09:00,11,Male,38,Beauty,4,50,20.5,200
1313,"June 4, 2023",9:22:00,10,Female,55,Beauty,3,500,170,1500
1402,"June 24, 2023",6:47:00,110,Female,41,Clothing,2,300,156,600
1459,"November 10, 2023",6:46:00,13,Male,28,Clothing,4,300,144,1200
161,"July 1, 2023",6:58:00,104,Male,64,Beauty,2,500,195,1000
328,"October 29, 2023",6:56:00,9,Male,39,Beauty,2,50,27,100
383,"March 24, 2023",8:53:00,64,Female,46,Beauty,3,30,7.8,90
973,"September 3, 2023",8:44:00,51,Male,60,Clothing,1,50,13,50
978,"July 27, 2023",9:58:00,16,Female,53,Clothing,3,50,19,150
1161,"June 29, 2023",11:06:00,30,Male,64,Beauty,2,500,160,1000
1328,"December 10, 2023",7:49:00,60,Male,39,Beauty,2,50,24.5,100
1383,"September 6, 2023",9:13:00,68,Female,46,Beauty,3,30,14.1,90
1973,"August 19, 2023",10:10:00,22,Male,60,Clothing,1,50,21.5,50
1978,"August 31, 2023",11:59:00,41,Female,53,Clothing,3,50,15.5,150
33,"December 24, 2023",7:40:00,33,Female,50,Electronics,2,50,21,100
138,"April 27, 2023",10:56:00,127,Male,49,Clothing,4,50,26.5,200
471,"March 8, 2023",10:21:00,136,Male,32,Clothing,3,50,13,150
636,"May 9, 2023",6:15:00,60,Female,21,Beauty,3,500,230,1500
1033,"April 12, 2023",6:52:00,32,Female,50,Electronics,2,50,19,100
1138,"October 16, 2023",11:59:00,27,Male,49,Clothing,4,50,14.5,200
1471,"June 25, 2023",10:34:00,30,Male,32,Clothing,3,50,13,150
1636,"July 22, 2023",11:26:00,50,Female,21,Beauty,3,500,150,1500
177,"March 24, 2023",8:40:00,30,Male,45,Beauty,2,50,26.5,100
426,"December 13, 2023",8:11:00,137,Male,23,Electronics,3,50,12.5,150
1177,"February 20, 2023",9:19:00,89,Male,45,Beauty,2,50,15,100
1426,"December 12, 2023",11:32:00,114,Male,23,Electronics,3,50,25,150
76,"September 9, 2023",7:33:00,70,Female,22,Electronics,2,50,14.5,100
91,"April 14, 2023",6:31:00,152,Female,55,Electronics,1,500,235,500
461,"July 18, 2023",10:33:00,21,Female,18,Beauty,2,500,265,1000
764,"November 7, 2023",8:46:00,47,Female,40,Clothing,1,25,11.25,25
1076,"July 14, 2023",11:09:00,99,Female,22,Electronics,2,50,15,100
1091,"July 15, 2023",8:46:00,139,Female,55,Electronics,1,500,235,500
1461,"May 1, 2023",8:43:00,63,Female,18,Beauty,2,500,180,1000
1764,"November 2, 2023",11:04:00,13,Female,40,Clothing,1,25,11.75,25
202,"January 25, 2023",6:24:00,61,Female,34,Clothing,4,300,120,1200
301,"July 30, 2023",10:58:00,104,Male,30,Clothing,4,30,9.6,120
703,"July 31, 2023",9:56:00,140,Male,34,Electronics,2,50,18.5,100
1202,"November 13, 2023",6:56:00,89,Female,34,Clothing,4,300,144,1200
1301,"September 24, 2023",9:58:00,70,Male,30,Clothing,4,30,10.5,120
1703,"June 10, 2023",8:36:00,2,Male,34,Electronics,2,50,17,100
294,"October 9, 2023",9:24:00,89,Female,23,Clothing,3,30,15.3,90
760,"June 26, 2023",7:59:00,14,Male,27,Beauty,1,500,125,500
1294,"January 24, 2023",11:24:00,8,Female,23,Clothing,3,30,10.5,90
1760,"August 23, 2023",7:26:00,44,Male,27,Beauty,1,500,230,500
575,"December 12, 2023",10:29:00,14,Male,60,Clothing,2,50,23,100
1575,"July 28, 2023",11:54:00,26,Male,60,Clothing,2,50,22.5,100
88,"February 16, 2023",8:31:00,122,Male,56,Clothing,1,500,185,500
1088,"September 14, 2023",7:00:00,6,Male,56,Clothing,1,500,155,500
975,"January 9, 2023",7:41:00,145,Female,56,Clothing,4,50,19.5,200
1975,"August 21, 2023",10:48:00,63,Female,56,Clothing,4,50,25.5,200
553,"March 20, 2023",6:17:00,106,Male,24,Clothing,4,300,81,1200
1553,"January 29, 2023",8:46:00,42,Male,24,Clothing,4,300,99,1200
462,"August 26, 2023",10:04:00,71,Male,63,Electronics,4,300,132,1200
614,"February 13, 2023",6:28:00,61,Female,39,Beauty,4,300,120,1200
808,"November 22, 2023",7:18:00,30,Male,33,Beauty,4,500,195,2000
1462,"November 13, 2023",10:42:00,124,Male,63,Electronics,4,300,114,1200
1614,"August 23, 2023",11:37:00,135,Female,39,Beauty,4,300,105,1200
1808,"February 12, 2023",10:48:00,109,Male,33,Beauty,4,500,210,2000
166,"January 28, 2023",11:42:00,32,Male,34,Clothing,4,500,225,2000
465,"February 22, 2023",11:52:00,40,Female,43,Electronics,3,50,15.5,150
502,"July 22, 2023",11:00:00,31,Male,43,Electronics,3,50,22.5,150
905,"October 1, 2023",6:27:00,96,Male,58,Beauty,1,300,111,300
1166,"July 19, 2023",7:45:00,65,Male,34,Clothing,4,500,245,2000
1465,"April 17, 2023",9:36:00,131,Female,43,Electronics,3,50,26,150
1502,"April 8, 2023",8:30:00,152,Male,43,Electronics,3,50,18,150
1905,"August 29, 2023",6:07:00,26,Male,58,Beauty,1,300,102,300
280,"November 17, 2023",9:35:00,76,Female,37,Clothing,3,500,240,1500
719,"July 2, 2023",7:19:00,37,Female,42,Clothing,2,30,12,60
834,"November 26, 2023",6:55:00,13,Female,56,Beauty,2,30,14.7,60
1280,"August 24, 2023",9:15:00,116,Female,37,Clothing,3,500,255,1500
1719,"December 28, 2023",7:29:00,4,Female,42,Clothing,2,30,10.8,60
1834,"April 14, 2023",6:53:00,102,Female,56,Beauty,2,30,12.9,60
891,"January 9, 2023",6:43:00,24,Male,41,Electronics,3,300,99,900
928,"November 5, 2023",10:20:00,54,Female,35,Clothing,4,300,90,1200
1891,"December 22, 2023",6:11:00,81,Male,41,Electronics,3,300,105,900
1928,"July 29, 2023",6:39:00,93,Female,35,Clothing,4,300,75,1200
332,"April 24, 2023",11:28:00,138,Male,58,Electronics,4,300,105,1200
1332,"December 4, 2023",10:02:00,146,Male,58,Electronics,4,300,123,1200
255,"October 15, 2023",11:44:00,19,Male,48,Clothing,1,30,14.7,30
275,"March 5, 2023",11:34:00,2,Male,43,Clothing,2,500,260,1000
314,"October 15, 2023",7:37:00,1,Male,52,Clothing,4,30,7.8,120
517,"August 20, 2023",8:54:00,3,Female,47,Clothing,4,25,9.25,100
847,"January 10, 2023",8:42:00,2,Female,18,Electronics,4,300,162,1200
1255,"January 20, 2023",7:08:00,4,Male,48,Clothing,1,30,7.8,30
1275,"March 2, 2023",8:48:00,5,Male,43,Clothing,2,500,250,1000
1314,"May 23, 2023",10:26:00,2,Male,52,Clothing,4,30,16.2,120
1517,"February 21, 2023",8:46:00,2,Female,47,Clothing,4,25,6.75,100
1847,"July 28, 2023",7:14:00,5,Female,18,Electronics,4,300,123,1200
61,"July 7, 2023",11:47:00,4,Male,21,Beauty,4,50,20,200
274,"April 14, 2023",7:12:00,4,Female,23,Clothing,2,500,150,1000
486,"December 2, 2023",9:47:00,4,Female,35,Electronics,1,25,6.5,25
548,"April 14, 2023",7:00:00,4,Female,51,Clothing,2,30,15.6,60
886,"December 11, 2023",11:25:00,4,Male,37,Electronics,3,300,165,900
892,"September 13, 2023",11:39:00,1,Male,20,Electronics,1,50,24,50
1061,"September 18, 2023",7:56:00,3,Male,21,Beauty,4,50,12.5,200
1274,"October 6, 2023",9:01:00,2,Female,23,Clothing,2,500,185,1000
1486,"November 22, 2023",8:58:00,4,Female,35,Electronics,1,25,8.75,25
1548,"January 13, 2023",8:15:00,1,Female,51,Clothing,2,30,12.6,60
1886,"July 26, 2023",11:51:00,1,Male,37,Electronics,3,300,147,900
1892,"October 1, 2023",7:22:00,3,Male,20,Electronics,1,50,23.5,50
601,"June 5, 2023",9:23:00,5,Male,19,Clothing,1,30,13.2,30
901,"August 2, 2023",6:38:00,2,Male,31,Electronics,1,30,12,30
1601,"September 14, 2023",11:48:00,1,Male,19,Clothing,1,30,13.5,30
1901,"November 29, 2023",11:05:00,4,Male,31,Electronics,1,30,8.4,30
527,"April 21, 2023",11:35:00,1,Male,57,Clothing,2,25,11.5,50
1527,"September 29, 2023",8:30:00,1,Male,57,Clothing,2,25,11.75,50
23,"September 28, 2023",7:05:00,4,Female,35,Clothing,4,30,14.7,120
174,"November 15, 2023",6:07:00,2,Female,39,Beauty,1,300,126,300
589,"July 8, 2023",7:11:00,5,Female,36,Beauty,2,500,145,1000
774,"November 6, 2023",9:04:00,2,Female,40,Clothing,2,25,6.5,50
1000,"April 1, 2023",10:22:00,1,Male,47,Electronics,4,30,8.4,120
1023,"May 23, 2023",8:40:00,5,Female,35,Clothing,4,30,8.1,120
1174,"May 17, 2023",6:55:00,2,Female,39,Beauty,1,300,132,300
1589,"July 1, 2023",6:30:00,5,Female,36,Beauty,2,500,145,1000
1774,"March 9, 2023",6:48:00,2,Female,40,Clothing,2,25,8,50
2000,"March 31, 2023",6:38:00,4,Male,47,Electronics,4,30,10.8,120
210,"October 7, 2023",8:50:00,2,Male,37,Electronics,4,50,19,200
478,"July 24, 2023",11:13:00,3,Female,58,Clothing,2,30,8.1,60
745,"August 14, 2023",7:30:00,3,Male,54,Beauty,2,50,17,100
1210,"March 10, 2023",10:02:00,5,Male,37,Electronics,4,50,12.5,200
1478,"August 31, 2023",9:18:00,1,Female,58,Clothing,2,30,13.5,60
1745,"September 28, 2023",10:38:00,4,Male,54,Beauty,2,50,21,100
354,"December 16, 2023",7:58:00,5,Female,49,Beauty,4,50,24.5,200
408,"December 22, 2023",8:18:00,4,Female,64,Beauty,1,500,140,500
1354,"September 17, 2023",9:34:00,5,Female,49,Beauty,4,50,26.5,200
1408,"August 28, 2023",8:17:00,2,Female,64,Beauty,1,500,250,500
674,"March 30, 2023",11:10:00,2,Female,38,Clothing,1,300,84,300
1674,"November 22, 2023",9:21:00,1,Female,38,Clothing,1,300,123,300
967,"August 4, 2023",10:13:00,4,Male,62,Beauty,1,25,13.25,25
1967,"February 23, 2023",8:28:00,4,Male,62,Beauty,1,25,12.25,25
79,"April 13, 2023",10:15:00,1,Male,34,Beauty,1,300,96,300
406,"April 1, 2023",11:50:00,3,Female,22,Beauty,4,25,11,100
450,"December 1, 2023",6:35:00,2,Female,59,Beauty,2,25,11,50
562,"November 9, 2023",9:26:00,3,Male,54,Electronics,2,25,7.25,50
1079,"August 21, 2023",6:45:00,1,Male,34,Beauty,1,300,117,300
1406,"June 22, 2023",8:45:00,2,Female,22,Beauty,4,25,10,100
1450,"July 16, 2023",8:52:00,1,Female,59,Beauty,2,25,10.25,50
1562,"November 26, 2023",10:21:00,5,Male,54,Electronics,2,25,12.75,50
108,"January 24, 2023",9:38:00,5,Female,27,Beauty,3,25,13.5,75
111,"April 15, 2023",9:45:00,5,Female,34,Electronics,3,500,130,1500
207,"August 6, 2023",8:34:00,3,Female,42,Beauty,2,25,10.25,50
724,"June 14, 2023",6:56:00,3,Male,61,Clothing,3,50,20,150
836,"June 21, 2023",6:32:00,2,Female,22,Clothing,1,50,27.5,50
969,"November 27, 2023",11:47:00,2,Female,40,Clothing,3,300,84,900
1108,"July 8, 2023",10:27:00,1,Female,27,Beauty,3,25,10,75
1111,"April 30, 2023",21:34:00,2,Female,34,Electronics,3,500,185,1500
1207,"June 30, 2023",21:48:00,3,Female,42,Beauty,2,25,10,50
1724,"September 15, 2023",20:53:00,4,Male,61,Clothing,3,50,17,150
1836,"February 13, 2023",17:19:00,3,Female,22,Clothing,1,50,23.5,50
1969,"March 5, 2023",19:34:00,4,Female,40,Clothing,3,300,126,900
246,"December 7, 2023",20:05:00,4,Female,48,Electronics,2,25,13.25,50
298,"October 5, 2023",19:05:00,3,Male,27,Beauty,4,300,84,1200
374,"October 27, 2023",17:45:00,4,Female,59,Beauty,3,25,7.75,75
572,"December 13, 2023",18:33:00,5,Male,31,Clothing,4,500,185,2000
665,"October 3, 2023",22:49:00,1,Male,57,Clothing,1,50,19,50
1246,"April 26, 2023",22:54:00,3,Female,48,Electronics,2,25,11.5,50
1298,"May 2, 2023",19:51:00,1,Male,27,Beauty,4,300,120,1200
1374,"March 23, 2023",22:03:00,3,Female,59,Beauty,3,25,8.25,75
1572,"June 18, 2023",22:20:00,1,Male,31,Clothing,4,500,175,2000
1665,"November 1, 2023",19:38:00,4,Male,57,Clothing,1,50,14,50
39,"July 11, 2023",22:44:00,5,Male,23,Clothing,4,30,8.7,120
893,"April 29, 2023",18:52:00,1,Male,49,Electronics,1,50,17,50
1039,"December 3, 2023",20:01:00,1,Male,23,Clothing,4,30,13.8,120
1893,"February 25, 2023",17:04:00,3,Male,49,Electronics,1,50,22.5,50
17,"February 25, 2023",21:08:00,3,Female,27,Clothing,4,25,13,100
316,"February 1, 2023",17:25:00,3,Female,48,Clothing,2,25,13.75,50
755,"November 27, 2023",20:07:00,1,Female,58,Clothing,3,25,6.75,75
1017,"September 5, 2023",18:41:00,2,Female,27,Clothing,4,25,12,100
1316,"July 21, 2023",17:11:00,1,Female,48,Clothing,2,25,11.75,50
1755,"May 23, 2023",21:47:00,2,Female,58,Clothing,3,25,8,75
28,"December 11, 2023",22:34:00,3,Female,43,Beauty,1,500,150,500
98,"April 9, 2023",19:41:00,1,Female,55,Beauty,2,50,19.5,100
129,"April 17, 2023",17:42:00,1,Female,21,Beauty,2,300,75,600
230,"March 26, 2023",17:44:00,5,Male,54,Beauty,1,25,12.5,25
613,"May 8, 2023",17:23:00,2,Female,52,Clothing,3,30,11.4,90
691,"May 12, 2023",21:09:00,5,Female,51,Clothing,3,30,14.7,90
693,"June 8, 2023",17:12:00,1,Male,41,Beauty,3,500,270,1500
1028,"March 9, 2023",18:09:00,1,Female,43,Beauty,1,500,250,500
1098,"July 6, 2023",22:34:00,3,Female,55,Beauty,2,50,19.5,100
1129,"September 8, 2023",21:46:00,1,Female,21,Beauty,2,300,156,600
1230,"December 4, 2023",21:24:00,1,Male,54,Beauty,1,25,13.25,25
1613,"December 14, 2023",21:58:00,4,Female,52,Clothing,3,30,9.9,90
1691,"January 7, 2023",20:01:00,1,Female,51,Clothing,3,30,13.5,90
1693,"February 20, 2023",18:21:00,1,Male,41,Beauty,3,500,130,1500
477,"December 3, 2023",17:24:00,3,Male,43,Clothing,4,30,16.2,120
863,"November 12, 2023",22:40:00,4,Female,30,Electronics,2,25,11.25,50
1477,"January 8, 2023",21:59:00,3,Male,43,Clothing,4,30,15.6,120
1863,"May 26, 2023",22:33:00,4,Female,30,Electronics,2,25,10,50
6,"November 15, 2023",22:16:00,2,Female,45,Beauty,1,30,15,30
483,"February 6, 2023",17:25:00,2,Male,55,Clothing,1,30,8.4,30
738,"February 5, 2023",18:24:00,5,Male,41,Clothing,2,50,26,100
1006,"October 29, 2023",19:23:00,2,Female,45,Beauty,1,30,14.1,30
1483,"March 5, 2023",19:53:00,1,Male,55,Clothing,1,30,8.7,30
1738,"November 12, 2023",21:33:00,1,Male,41,Clothing,2,50,16,100
222,"January 7, 2023",18:56:00,4,Male,51,Clothing,4,30,10.5,120
588,"October 18, 2023",17:54:00,5,Male,38,Electronics,2,30,13.8,60
953,"July 2, 2023",17:58:00,1,Male,45,Beauty,3,30,12.6,90
1222,"September 17, 2023",18:15:00,3,Male,51,Clothing,4,30,11.1,120
1588,"June 25, 2023",21:29:00,4,Male,38,Electronics,2,30,13.2,60
1953,"May 15, 2023",17:34:00,3,Male,45,Beauty,3,30,10.2,90
66,"June 18, 2023",22:49:00,3,Female,45,Electronics,1,30,9,30
482,"August 12, 2023",18:57:00,3,Female,28,Clothing,4,300,141,1200
903,"July 27, 2023",22:14:00,3,Female,51,Beauty,4,50,14,200
1066,"October 6, 2023",18:11:00,4,Female,45,Electronics,1,30,8.4,30
1482,"February 10, 2023",22:22:00,1,Female,28,Clothing,4,300,114,1200
1903,"July 27, 2023",21:44:00,5,Female,51,Beauty,4,50,19,200
102,"April 17, 2023",21:34:00,5,Female,47,Beauty,2,25,7.25,50
228,"April 3, 2023",20:26:00,4,Female,59,Electronics,2,30,10.8,60
236,"April 1, 2023",22:18:00,5,Female,54,Clothing,1,25,6.5,25
1102,"August 21, 2023",18:04:00,5,Female,47,Beauty,2,25,6.5,50
1228,"June 24, 2023",21:37:00,5,Female,59,Electronics,2,30,11.4,60
1236,"August 9, 2023",18:19:00,4,Female,54,Clothing,1,25,8.75,25
660,"July 29, 2023",18:46:00,2,Female,38,Beauty,2,500,270,1000
884,"February 18, 2023",20:31:00,1,Female,26,Clothing,2,30,7.5,60
987,"November 8, 2023",18:45:00,1,Female,30,Clothing,3,300,165,900
1660,"September 23, 2023",20:27:00,2,Female,38,Beauty,2,500,160,1000
1884,"July 9, 2023",21:45:00,2,Female,26,Clothing,2,30,11.4,60
1987,"May 26, 2023",18:18:00,2,Female,30,Clothing,3,300,129,900
18,"September 6, 2023",19:13:00,5,Female,47,Electronics,2,25,12.5,50
69,"November 14, 2023",22:44:00,1,Female,56,Beauty,3,25,8.5,75
995,"March 4, 2023",22:38:00,4,Female,41,Clothing,1,30,9.9,30
1018,"July 6, 2023",19:13:00,4,Female,47,Electronics,2,25,13,50
1069,"October 13, 2023",19:05:00,2,Female,56,Beauty,3,25,6.75,75
1995,"December 10, 2023",22:18:00,5,Female,41,Clothing,1,30,14.7,30
337,"August 22, 2023",17:56:00,1,Male,38,Clothing,1,500,275,500
585,"June 6, 2023",21:49:00,3,Female,24,Clothing,1,25,13.75,25
652,"October 31, 2023",17:05:00,4,Female,34,Beauty,2,50,20.5,100
1337,"July 21, 2023",19:56:00,2,Male,38,Clothing,1,500,225,500
1585,"October 5, 2023",20:00:00,2,Female,24,Clothing,1,25,7.25,25
1652,"November 16, 2023",20:00:00,2,Female,34,Beauty,2,50,20.5,100
242,"October 1, 2023",18:28:00,1,Male,21,Clothing,1,25,8,25
293,"May 27, 2023",19:04:00,4,Male,50,Electronics,3,30,9.6,90
460,"May 1, 2023",23:00:00,2,Male,40,Beauty,1,50,19,50
1242,"November 27, 2023",18:32:00,5,Male,21,Clothing,1,25,11.25,25
1293,"July 1, 2023",18:52:00,3,Male,50,Electronics,3,30,14.1,90
1460,"January 25, 2023",19:42:00,4,Male,40,Beauty,1,50,22,50
188,"August 31, 2023",18:50:00,3,Male,40,Clothing,3,25,8.5,75
357,"May 18, 2023",18:57:00,4,Female,40,Electronics,3,25,7.5,75
646,"May 26, 2023",21:02:00,3,Male,38,Clothing,3,30,13.5,90
749,"July 26, 2023",20:33:00,2,Male,42,Beauty,1,30,8.4,30
974,"December 28, 2023",18:39:00,3,Male,47,Beauty,1,30,11.7,30
1188,"June 4, 2023",22:43:00,2,Male,40,Clothing,3,25,10.75,75
1357,"March 20, 2023",19:14:00,3,Female,40,Electronics,3,25,11.5,75
1646,"January 18, 2023",19:43:00,1,Male,38,Clothing,3,30,15.6,90
1749,"May 7, 2023",19:55:00,2,Male,42,Beauty,1,30,9,30
1974,"February 19, 2023",20:20:00,3,Male,47,Beauty,1,30,12.9,30
190,"January 25, 2023",17:56:00,2,Female,60,Beauty,3,30,10.5,90
849,"June 25, 2023",19:33:00,5,Male,32,Clothing,2,25,12.5,50
853,"May 14, 2023",22:29:00,3,Male,21,Beauty,2,500,155,1000
1190,"September 29, 2023",21:00:00,4,Female,60,Beauty,3,30,10.8,90
1849,"July 21, 2023",22:42:00,1,Male,32,Clothing,2,25,12,50
1853,"May 29, 2023",18:39:00,2,Male,21,Beauty,2,500,190,1000
252,"May 5, 2023",17:37:00,1,Male,54,Electronics,1,300,84,300
606,"June 13, 2023",20:19:00,2,Male,22,Electronics,1,50,19.5,50
779,"May 15, 2023",19:19:00,3,Female,56,Electronics,2,500,155,1000
824,"February 25, 2023",19:10:00,3,Male,63,Clothing,4,30,9.3,120
866,"July 6, 2023",18:16:00,4,Male,24,Electronics,1,50,22.5,50
1252,"December 30, 2023",20:18:00,5,Male,54,Electronics,1,300,117,300
1606,"October 19, 2023",19:52:00,2,Male,22,Electronics,1,50,26.5,50
1779,"January 2, 2023",19:45:00,3,Female,56,Electronics,2,500,190,1000
1824,"January 24, 2023",20:19:00,4,Male,63,Clothing,4,30,12.6,120
1866,"August 17, 2023",22:38:00,5,Male,24,Electronics,1,50,20,50
5,"September 5, 2023",22:10:00,3,Male,30,Beauty,2,50,24,100
90,"September 10, 2023",17:53:00,3,Female,51,Electronics,1,30,13.5,30
380,"August 30, 2023",22:26:00,2,Male,56,Electronics,2,300,102,600
593,"January 18, 2023",22:05:00,2,Male,35,Electronics,2,30,13.2,60
820,"February 17, 2023",22:49:00,1,Male,49,Electronics,4,50,24,200
1005,"August 12, 2023",20:38:00,2,Male,30,Beauty,2,50,17.5,100
1090,"February 18, 2023",19:54:00,4,Female,51,Electronics,1,30,7.5,30
1380,"February 9, 2023",19:45:00,3,Male,56,Electronics,2,300,159,600
1593,"February 24, 2023",22:39:00,5,Male,35,Electronics,2,30,14.4,60
1820,"May 13, 2023",21:31:00,1,Male,49,Electronics,4,50,22,200
120,"March 31, 2023",19:35:00,4,Male,60,Beauty,1,50,12.5,50
221,"November 27, 2023",21:01:00,3,Male,39,Beauty,2,300,111,600
341,"January 20, 2023",17:06:00,5,Male,31,Clothing,4,50,18.5,200
640,"December 25, 2023",20:05:00,3,Female,51,Electronics,4,30,12.6,120
744,"May 23, 2023",18:02:00,1,Male,40,Electronics,1,25,6.5,25
1120,"March 2, 2023",19:32:00,4,Male,60,Beauty,1,50,26.5,50
1221,"September 14, 2023",22:57:00,5,Male,39,Beauty,2,300,114,600
1341,"January 30, 2023",22:10:00,1,Male,31,Clothing,4,50,21,200
1640,"June 10, 2023",19:44:00,5,Female,51,Electronics,4,30,14.1,120
1744,"July 7, 2023",21:49:00,4,Male,40,Electronics,1,25,8.75,25
273,"September 26, 2023",20:24:00,1,Female,22,Beauty,1,50,14.5,50
283,"June 1, 2023",20:08:00,3,Female,18,Electronics,1,500,165,500
452,"January 30, 2023",22:41:00,4,Female,48,Clothing,3,500,240,1500
469,"March 21, 2023",19:24:00,4,Male,18,Beauty,3,25,8.75,75
620,"November 6, 2023",20:59:00,4,Male,63,Electronics,3,25,7,75
946,"August 8, 2023",20:15:00,2,Male,62,Electronics,4,500,235,2000
1273,"June 20, 2023",20:39:00,1,Female,22,Beauty,1,50,25.5,50
1283,"October 14, 2023",20:15:00,1,Female,18,Electronics,1,500,130,500
1452,"August 6, 2023",17:41:00,3,Female,48,Clothing,3,500,185,1500
1469,"December 8, 2023",17:22:00,3,Male,18,Beauty,3,25,12.5,75
1620,"February 3, 2023",22:48:00,5,Male,63,Electronics,3,25,7.75,75
1946,"July 27, 2023",20:48:00,5,Male,62,Electronics,4,500,165,2000
148,"July 3, 2023",20:39:00,5,Male,18,Clothing,2,30,9.9,60
414,"May 10, 2023",19:40:00,1,Male,48,Beauty,4,25,9.75,100
883,"August 20, 2023",20:43:00,5,Male,40,Electronics,1,500,245,500
1148,"August 11, 2023",22:04:00,2,Male,18,Clothing,2,30,10.8,60
1414,"November 22, 2023",21:28:00,4,Male,48,Beauty,4,25,11.25,100
1883,"September 20, 2023",17:54:00,3,Male,40,Electronics,1,500,200,500
731,"September 30, 2023",18:49:00,1,Male,54,Clothing,4,500,165,2000
930,"January 12, 2023",17:54:00,1,Male,54,Clothing,4,50,26,200
1731,"December 19, 2023",17:41:00,3,Male,54,Clothing,4,500,195,2000
1930,"December 21, 2023",19:58:00,5,Male,54,Clothing,4,50,13,200
518,"July 31, 2023",17:01:00,2,Female,40,Clothing,1,30,16.2,30
